id,question,answer,category,task_type,evaluation_method
3010,"In the context of DePIN networks, which tokenomics design best addresses the 'cold start problem' for physical infrastructure deployment? Options: A) Exponentially decreasing rewards over time B) Geographic density bonuses for early adopters C) Proof-of-coverage requirements before token rewards D) Cross-subsidization from high-demand to low-demand areas","B, D",dmind_tokenomist,multiple_choice,rule_based
3011,"The ve(3,3) model's 'plutocratic governance' concern primarily stems from which structural characteristic? Options: A) Voting power proportional to locked token amount and duration B) Inability to unlock tokens before the lock period ends C) Revenue sharing favoring larger token holders D) Yield boost mechanisms creating compounding advantages",Voting power proportional to locked token amount and duration,dmind_tokenomist,multiple_choice,rule_based
3012,Fetch.ai's Autonomous Economic Agents (AEAs) create a 'machine-to-machine economy' through which tokenomics mechanisms? Options: A) FET tokens for inter-agent transactions and negotiations B) Staking FET for machine learning utility access C) Automated market makers for agent service pricing D) Cross-chain bridges for multi-network agent deployment,"A, B",dmind_tokenomist,multiple_choice,rule_based
3013,"In liquid restaking protocols, what is the primary risk that differentiates them from traditional liquid staking? Options: A) Smart contract risk from additional protocol layers B) Slashing risk from multiple validation services C) Liquidity risk from token redemption delays D) Governance risk from centralized operator selection",Slashing risk from multiple validation services,dmind_tokenomist,multiple_choice,rule_based
3014,Slovenia's $32.5 million digital bond issuance in July 2024 established which precedent for sovereign RWA tokenization? Options: A) First EU nation to issue sovereign digital bonds B) Use of distributed ledger technology for government securities C) Integration with traditional bond settlement systems D) Regulatory framework for cross-border digital bond trading,"A, B",dmind_tokenomist,multiple_choice,rule_based
3015,"In AI agent tokenomics, the 'crypto-economic reward loop' for decentralized machine learning primarily incentivizes which activities? Options: A) Data contribution and model training B) GPU compute provision and validation C) Algorithm optimization and peer review D) Network governance and dispute resolution","A, B",dmind_tokenomist,multiple_choice,rule_based
3016,The Monetary Authority of Singapore's Project Guardian expansion focuses on which aspect of RWA tokenization infrastructure? Options: A) Cross-border regulatory harmonization B) Common settlement facilities for tokenized assets C) Institutional custody solutions D) Retail investor protection mechanisms,Common settlement facilities for tokenized assets,dmind_tokenomist,multiple_choice,rule_based
3017,"In Curve Finance's vote escrow model that inspired ve(3,3), the 'Curve Wars' phenomenon demonstrated which tokenomics principle? Options: A) Governance tokens can become more valuable than utility tokens B) Protocols will compete for voting power to direct emissions C) Lock duration creates sustainable competitive advantages D) Revenue sharing aligns long-term stakeholder interests",Protocols will compete for voting power to direct emissions,dmind_tokenomist,multiple_choice,rule_based
3018,Babylon's Bitcoin restaking protocol enables which novel economic security model? Options: A) Using Bitcoin's hash power to secure Proof-of-Stake networks B) Leveraging Bitcoin's economic security for other blockchain protocols C) Creating liquid Bitcoin derivatives for DeFi applications D) Implementing time-locked Bitcoin contracts for validation,Leveraging Bitcoin's economic security for other blockchain protocols,dmind_tokenomist,multiple_choice,rule_based
3019,"In points-based tokenomics systems popular in 2024, which mechanism best prevents Sybil attacks while maintaining user engagement? Options: A) KYC verification for all point-earning activities B) Progressive point multipliers based on account age C) Social graph analysis for authentic user detection D) Hardware-based attestation for unique device identification",Social graph analysis for authentic user detection,dmind_tokenomist,multiple_choice,rule_based
3020,The total tokenized market including stablecoins reached $217.26 billion by December 2024. What percentage of this was attributed to non-stablecoin RWAs? Options: A) Approximately 7% B) Approximately 12% C) Approximately 18% D) Approximately 25%,Approximately 7%,dmind_tokenomist,multiple_choice,rule_based
3021,"In DePIN tokenomics, which factors are most critical for sustainable network effects in physical infrastructure networks? Options: A) Geographic coverage density and quality of service metrics B) Token price stability and inflation control mechanisms C) Hardware standardization and interoperability protocols D) Governance participation and community development","A, C",dmind_tokenomist,multiple_choice,rule_based
3022,Lido's liquid staking model differs from restaking protocols in which fundamental way? Options: A) Lido only secures the Ethereum consensus layer B) Restaking protocols enable multiple simultaneous validation services C) Lido provides immediate liquidity while restaking requires lock periods D) Restaking protocols have higher slashing risks,"A, B",dmind_tokenomist,multiple_choice,rule_based
3023,"In Numerai's crowd-sourced hedge fund model, what tokenomics mechanism aligns data scientist incentives with fund performance? Options: A) NMR staking on prediction accuracy with performance-based rewards B) Proportional fee sharing based on model contribution C) Reputation-weighted voting on investment strategies D) Time-locked NMR bonuses for consistent performance",NMR staking on prediction accuracy with performance-based rewards,dmind_tokenomist,multiple_choice,rule_based
3024,"The Bank for International Settlements' Project Agorá involves central banks from which countries exploring asset tokenization? Options: A) France, Japan, South Korea, Mexico B) Switzerland, United Kingdom, United States C) Germany, Canada, Australia, Singapore D) China, India, Brazil, Russia","A, B",dmind_tokenomist,multiple_choice,rule_based
3025,"In AI agent token economics, what distinguishes 'AI-to-AI service negotiation' from traditional API-based interactions? Options: A) Autonomous price discovery without human intervention B) Multi-token payment systems for complex services C) Quality-based reputation scoring for service providers D) Cross-chain service composition and execution",Autonomous price discovery without human intervention,dmind_tokenomist,multiple_choice,rule_based
3026,Citibank's February 2024 proof-of-concept with Ava Labs for private equity tokenization aimed to address which traditional PE limitations? Options: A) High minimum investment thresholds B) Limited liquidity and long lock-up periods C) Lack of transparent pricing mechanisms D) Complex regulatory compliance requirements,Limited liquidity and long lock-up periods,dmind_tokenomist,multiple_choice,rule_based
3027,"In the context of cross-chain DePIN networks, which tokenomics challenge is most difficult to solve? Options: A) Maintaining consistent service quality across different blockchains B) Synchronizing token rewards for multi-chain infrastructure providers C) Preventing double-spending of physical resource contributions D) Ensuring fair dispute resolution across different governance systems",Preventing double-spending of physical resource contributions,dmind_tokenomist,multiple_choice,rule_based
3028,The Lummis-Gillibrand Payment Stablecoin Act introduced in April 2024 primarily addresses which tokenomics concern? Options: A) Reserve backing requirements for stablecoin issuers B) Consumer protection in stablecoin transactions C) US dollar dominance in digital asset markets D) Regulatory clarity for stablecoin innovation,"A, B, C",dmind_tokenomist,multiple_choice,rule_based
3029,"In liquid staking derivatives (LSDs), what mechanism prevents the 'depeg risk' where the derivative token trades below the underlying asset value? Options: A) Arbitrage opportunities through redemption mechanisms B) Protocol-owned liquidity in secondary markets C) Insurance funds covering slashing events D) Dynamic fee adjustments based on market conditions",Arbitrage opportunities through redemption mechanisms,dmind_tokenomist,multiple_choice,rule_based
3030,Tokyo's May 2024 subsidy program for security token issuances recognized which key benefits of tokenization? Options: A) Lower minimum investment denominations B) Removal of traditional financial intermediaries C) Enhanced regulatory compliance automation D) Improved cross-border investment accessibility,"A, B",dmind_tokenomist,multiple_choice,rule_based
3031,"In restaking protocols, what is the primary economic trade-off that validators must consider? Options: A) Higher rewards versus increased slashing risk B) Liquidity provision versus capital efficiency C) Governance participation versus operational complexity D) Network security versus decentralization",Higher rewards versus increased slashing risk,dmind_tokenomist,multiple_choice,rule_based
3032,ChainGPT's role as an 'AI oracle' for blockchains enables which novel tokenomics application? Options: A) Smart contracts that adapt based on AI-generated insights B) Automated token burns based on AI market predictions C) Dynamic fee structures optimized by machine learning D) AI-driven governance proposal generation and voting,Smart contracts that adapt based on AI-generated insights,dmind_tokenomist,multiple_choice,rule_based
3033,The growth of stablecoin holders to 140.53 million accounts by January 2025 indicates which shift in crypto adoption? Options: A) Transition from speculative to utility-focused usage B) Increased institutional adoption of digital assets C) Growing demand for dollar-denominated digital payments D) Expansion of DeFi participation globally,"A, C",dmind_tokenomist,multiple_choice,rule_based
3034,"In Solayer's Solana-based restaking infrastructure, what unique advantage does it have over Ethereum-based restaking? Options: A) Lower transaction costs for restaking operations B) Faster finality for cross-chain security services C) Native support for parallel transaction processing D) Built-in MEV protection for restaked assets","A, C",dmind_tokenomist,multiple_choice,rule_based
3035,"In the context of AI agent tokenomics, what is the most significant challenge for achieving 'artificial general intelligence (AGI)' on decentralized networks? Options: A) Coordinating training across distributed compute resources B) Incentivizing long-term research versus short-term profits C) Preventing adversarial attacks on shared AI models D) Ensuring fair compensation for diverse AI contributions",Incentivizing long-term research versus short-term profits,dmind_tokenomist,multiple_choice,rule_based
3036,The concept of 'economic security' in restaking protocols is fundamentally based on which principle? Options: A) The cost to attack a network should exceed the potential gain B) Diversified validation services reduce systemic risk C) Staked capital creates skin-in-the-game for honest behavior D) Network effects increase security through participation,"A, C",dmind_tokenomist,multiple_choice,rule_based
3037,"In DePIN networks, what tokenomics mechanism best ensures quality of service while preventing centralization? Options: A) Reputation-weighted rewards with slashing for poor performance B) Geographic distribution requirements for maximum rewards C) Proof-of-coverage with quality attestation from multiple sources D) Dynamic pricing based on local supply and demand",Proof-of-coverage with quality attestation from multiple sources,dmind_tokenomist,multiple_choice,rule_based
3038,"The ve(3,3) model's inflation control through community governance (like Aerodrome's Aero Fed) represents which evolution in tokenomics design? Options: A) Transition from algorithmic to democratic monetary policy B) Integration of real-time market feedback into token supply C) Alignment of inflation decisions with stakeholder interests D) Reduction of protocol founder influence over token economics","A, C",dmind_tokenomist,multiple_choice,rule_based
3039,"In Ocean Protocol's federated learning model with blockchain rewards, what prevents participants from contributing low-quality data while still earning tokens? Options: A) Cryptographic proofs of data quality and uniqueness B) Peer validation and reputation scoring systems C) Economic penalties for models that perform poorly D) Differential privacy requirements that expose bad actors","B, C",dmind_tokenomist,multiple_choice,rule_based
3040,The US Congressional hearing on 'Next Generation Infrastructure: How Tokenization of Real-World Assets Will Facilitate Efficient Markets' in 2024 primarily validated which aspect of RWA tokenization? Options: A) Potential for reducing settlement times in traditional finance B) Ability to democratize access to institutional-grade investments C) Transformative impact on existing financial services infrastructure D) Regulatory readiness for widespread RWA adoption,Transformative impact on existing financial services infrastructure,dmind_tokenomist,multiple_choice,rule_based
3041,"In liquid restaking protocols, which risk management mechanism is most critical for preventing cascading failures? Options: A) Diversification limits across different validation services B) Insurance pools funded by protocol fees C) Gradual slashing with appeal processes D) Circuit breakers that halt operations during stress events",Diversification limits across different validation services,dmind_tokenomist,multiple_choice,rule_based
3042,Cookie DAO's AI-driven trading bot tokenomics model represents which innovation in automated DeFi strategies? Options: A) Community ownership of algorithmic trading strategies B) Machine learning optimization of yield farming C) Transparent fee sharing with token holders D) Decentralized governance of trading parameters,"A, B",dmind_tokenomist,multiple_choice,rule_based
3043,"In the context of cross-chain restaking, what is the most complex challenge for maintaining economic security guarantees? Options: A) Synchronizing slashing conditions across different consensus mechanisms B) Preventing double-signing attacks across multiple chains C) Maintaining consistent validator set across different networks D) Coordinating dispute resolution across different governance systems",Synchronizing slashing conditions across different consensus mechanisms,dmind_tokenomist,multiple_choice,rule_based
3044,The Security Token Market's forecast of $30 trillion in asset tokenization by 2030 is primarily driven by tokenization of which asset classes? Options: A) Stocks and equity securities B) Real estate and property assets C) Government and corporate bonds D) Commodities and precious metals,"A, B, C, D",dmind_tokenomist,multiple_choice,rule_based
3045,"In AI agent networks like SingularityNET, what mechanism ensures interoperability between AI services while maintaining economic incentives? Options: A) Standardized API protocols with token-based payments B) Cross-chain bridges for multi-network AI service calls C) Reputation systems that track service quality across platforms D) Automated market makers for AI service pricing",Standardized API protocols with token-based payments,dmind_tokenomist,multiple_choice,rule_based
3046,The transition from traditional staking to restaking represents which fundamental shift in blockchain economic security models? Options: A) From single-purpose to multi-purpose capital utilization B) From protocol-specific to application-agnostic security C) From inflationary to deflationary token economics D) From centralized to decentralized validator selection,"A, B",dmind_tokenomist,multiple_choice,rule_based
3047,"In points-based airdrop systems that became popular in 2024, what is the optimal conversion ratio strategy for maximizing long-term token value? Options: A) Linear conversion based on total points accumulated B) Logarithmic scaling to prevent whale dominance C) Tiered multipliers based on engagement duration D) Dynamic conversion based on network growth metrics","B, C",dmind_tokenomist,multiple_choice,rule_based
3048,The integration of traditional finance with DeFi through RWA tokenization faces which primary regulatory arbitrage challenge? Options: A) Jurisdictional differences in securities law interpretation B) Cross-border settlement and custody requirements C) Tax treatment inconsistencies across different token structures D) Compliance monitoring for decentralized trading platforms,Jurisdictional differences in securities law interpretation,dmind_tokenomist,multiple_choice,rule_based
3049,"In the evolution of tokenomics from 2024 to 2025, which trend represents the most significant paradigm shift toward sustainable Web3 economics? Options: A) Integration of real-world economic value through RWA tokenization B) Transition from speculative to utility-driven token models C) Adoption of AI-driven autonomous economic systems D) Implementation of cross-chain economic security sharing","A, B",dmind_tokenomist,multiple_choice,rule_based
3050,Which of the following are used to measure token performance? Options: A) APY B) Price change C) Market capitalization D) Holders amount,BCD,dmind_tokenomist,multiple_choice,rule_based
3051,Which of the following are related to token liquidity? Options: A) Liquidity pools B) Automated market makers C) Order book depth D) Volume,ABCD,dmind_tokenomist,multiple_choice,rule_based
3052,Which of the following are usually with using value? Options: A) Meme tokens B) VC tokens C) ETH D) Government-backed tokens,ABD,dmind_tokenomist,multiple_choice,rule_based
3053,Which of the following coins are not POW? Options: A) BTC B) ETH C) SOL D) SUI,BCD,dmind_tokenomist,multiple_choice,rule_based
3054,Which of the following are benefits of decentralized token models? Options: A) Increased transparency B) Reduced intermediaries C) Enhanced user control D) Guaranteed returns,ABC,dmind_tokenomist,multiple_choice,rule_based
3055,"In token economics, what problems can excessively high ""Token Velocity"" lead to? Options: A) Difficulty in accumulating token value B) Insufficient token supply C) Low token trading volume D) Too few token holders",Difficulty in accumulating token value,dmind_tokenomist,multiple_choice,rule_based
3056,Which token design model most effectively addresses the issue of token velocity? Options: A) Token burning mechanism B) Token staking mechanism C) Token distribution mechanism D) Token trading mechanism,Token staking mechanism,dmind_tokenomist,multiple_choice,rule_based
3057,"What is the primary innovation of ""Bonding Curve"" in token economics? Options: A) Fixed token supply B) Automated market pricing mechanism C) Centralized price control D) Random token distribution",Automated market pricing mechanism,dmind_tokenomist,multiple_choice,rule_based
3058,Which token economic model is most suitable for decentralized identity systems? Options: A) Speculative tokens B) Transferable tokens C) Pure utility tokens D) Soulbound tokens,Soulbound tokens,dmind_tokenomist,multiple_choice,rule_based
3059,Which token economic model is used to incentivize the tokenization of physical assets? Options: A) Pure governance model B) Revenue-sharing model C) Pure utility model D) Speculative model,Revenue-sharing model,dmind_tokenomist,multiple_choice,rule_based
3060,"What is the best practice for ""Token Value Capture"" in token economics? Options: A) Maximizing token supply B) Directly linking protocol revenue to token value C) Minimizing token lock-up D) Increasing token circulation speed",Directly linking protocol revenue to token value,dmind_tokenomist,multiple_choice,rule_based
3061,"What does ""Token Utility Trap"" refer to in token economics? Options: A) Token utility is unstable B) Token utility is too high C) Token utility is insufficient to support its value D) Token utility is overly complex",Token utility is insufficient to support its value,dmind_tokenomist,multiple_choice,rule_based
3062,Which token economic model is used for decentralized scientific research? Options: A) Pure governance model B) Combination of proof-of-contribution and result verification C) Pure utility model D) Speculative model,Combination of proof-of-contribution and result verification,dmind_tokenomist,multiple_choice,rule_based
3063,"What is the core challenge of ""Token Incentive Alignment"" in token economics? Options: A) Balancing short-term and long-term incentives B) Maximizing token price C) Minimizing token volatility D) Increasing token trading volume",Balancing short-term and long-term incentives,dmind_tokenomist,multiple_choice,rule_based
3064,Which token economic model is most suitable for community-owned projects? Options: A) Fair launch model B) Venture capital-dominated model C) Team-dominated model D) Centralized control model,Fair launch model,dmind_tokenomist,multiple_choice,rule_based
3065,Which token economic innovation addresses the fairness issue in initial distribution? Options: A) Team allocation B) Private sale round C) Proof-of-contribution distribution D) Foundation holding,Proof-of-contribution distribution,dmind_tokenomist,multiple_choice,rule_based
3066,"What is the key factor for ""Token Incentive Sustainability"" in token economics? Options: A) Endogenous value creation B) External investment C) Token price appreciation D) Increase in token holders",Endogenous value creation,dmind_tokenomist,multiple_choice,rule_based
3067,Which token economic innovation addresses the issue of governance attacks in token systems? Options: A) Random selection B) One-person-one-vote C) Centralized control D) Time-weighted voting,Time-weighted voting,dmind_tokenomist,multiple_choice,rule_based
3068,Which token economic innovation addresses the issue of low governance participation? Options: A) Centralized decision-making B) Mandatory voting C) Combination of delegated voting and incentives D) Random selection of decision-makers,Combination of delegated voting and incentives,dmind_tokenomist,multiple_choice,rule_based
3069,"What is the best mechanism for ""Token Value Accrual"" in token economics? Options: A) Combining fee capture,buybacks and staking rewards B) Reliance solely on price appreciation C) Reliance solely on trading volume D) Reliance solely on holder count","Combining fee capture,buybacks and staking rewards",dmind_tokenomist,multiple_choice,rule_based
3070,Which token economic model is most suitable for decentralized media platforms? Options: A) Dual incentive model for creators and consumers B) Pure creator incentive model C) Pure consumer incentive model D) Centralized control model,Dual incentive model for creators and consumers,dmind_tokenomist,multiple_choice,rule_based
3071,Which token economic innovation addresses the liquidity issue of NFTs? Options: A) NFT fractionalization B) NFT leasing C) NFT staking D) All of the above,All of the above,dmind_tokenomist,multiple_choice,rule_based
3072,"What is the main advantage of ""Token Supply Elasticity"" in token economics? Options: A) Ability to adjust supply based on demand B) Fixed supply C) Continuous inflation D) Continuous deflation",Ability to adjust supply based on demand,dmind_tokenomist,multiple_choice,rule_based
3073,Which token economic model is most suitable for decentralized storage networks? Options: A) Combination of proof-of-work and proof-of-storage B) Pure governance model C) Pure utility model D) Speculative model,Combination of proof-of-work and proof-of-storage,dmind_tokenomist,multiple_choice,rule_based
3074,Which token economic innovation addresses the issue of initial token valuation? Options: A) Dynamic issuance mechanism B) Fixed price issuance C) Team pricing D) Random pricing,Dynamic issuance mechanism,dmind_tokenomist,multiple_choice,rule_based
3075,Which token distribution mechanism is most suitable for achieving broad initial distribution? Options: A) Private sale round B) Proof-of-contribution airdrop C) Team allocation D) Foundation holding,Proof-of-contribution airdrop,dmind_tokenomist,multiple_choice,rule_based
3076,Which token economic model is most suitable for decentralized insurance? Options: A) Combination of risk pools and staking B) Pure governance model C) Pure utility model D) Speculative model,Combination of risk pools and staking,dmind_tokenomist,multiple_choice,rule_based
3077,Which token economic innovation addresses the issue of token liquidity? Options: A) Increasing transaction fees B) Token locking C) Reducing trading channels D) Liquidity mining 2.0,Liquidity mining 2.0,dmind_tokenomist,multiple_choice,rule_based
3078,"What is the ideal state of ""Token Value Capture Ratio"" in token economics? Options: A) Fixed B) As high as possible C) As low as possible D) Proportional to the value created by the network",Proportional to the value created by the network,dmind_tokenomist,multiple_choice,rule_based
3079,Which token unlocking mechanism best prevents market shocks? Options: A) One-time unlocking B) Linear unlocking C) Cliff unlocking D) Random unlocking,Linear unlocking,dmind_tokenomist,multiple_choice,rule_based
3080,Which token economic model is most suitable for long-term infrastructure projects? Options: A) Speculation-driven model B) Rapid distribution model C) Gradual decentralization model D) Short-term incentive model,Gradual decentralization model,dmind_tokenomist,multiple_choice,rule_based
3081,"What is the best practice for ""Token Utility Design"" in token economics? Options: A) Centralized control B) Single utility C) No utility (pure speculation) D) Multi-layered utility combination",Multi-layered utility combination,dmind_tokenomist,multiple_choice,rule_based
3082,"Which token economic innovation addresses the ""rich get richer"" issue in token distribution? Options: A) Quadratic voting and distribution B) Linear distribution C) Whale-first distribution D) Centralized distribution",Quadratic voting and distribution,dmind_tokenomist,multiple_choice,rule_based
3083,Which token economic innovation addresses the issue of token value volatility? Options: A) Random adjustment B) Purely free-floating C) Centralized control D) Partially collateralized algorithmic stabilization mechanism,Partially collateralized algorithmic stabilization mechanism,dmind_tokenomist,multiple_choice,rule_based
3084,"What is the core principle of ""Token Incentive Design"" in token economics? Options: A) Maximizing token price B) Maximizing short-term returns C) Minimizing volatility D) Alignment of incentives with contributions",Alignment of incentives with contributions,dmind_tokenomist,multiple_choice,rule_based
3085,Which token economic model is most suitable for decentralized lending platforms? Options: A) Protocol revenue-sharing model B) Pure governance model C) Pure utility model D) Speculative model,Protocol revenue-sharing model,dmind_tokenomist,multiple_choice,rule_based
3086,Which token economic innovation addresses the misalignment between token holders and users? Options: A) Usage-binding mechanism B) Increasing speculation C) Reducing utility D) Centralized control,Usage-binding mechanism,dmind_tokenomist,multiple_choice,rule_based
3087,Which token economic model is most suitable for decentralized prediction markets? Options: A) Speculative model B) Pure governance model C) Pure utility model D) Combination of result verification and staking,Combination of result verification and staking,dmind_tokenomist,multiple_choice,rule_based
3088,"What is the best combination for ""Token Value Accrual Mechanism"" in token economics? Options: A) Fee sharing, token burning and staking rewards B) Reliance solely on price appreciation C) Reliance solely on trading volume D) Reliance solely on holder count","Fee sharing, token burning and staking rewards",dmind_tokenomist,multiple_choice,rule_based
3089,"What is the best practice for ""Token Incentive Layers"" in token economics? Options: A) Combining short-term, medium-term and long-term incentives B) Short-term incentives only C) Long-term incentives only D) No incentives","Combining short-term, medium-term and long-term incentives",dmind_tokenomist,multiple_choice,rule_based
3090,Which token economic model is most suitable for decentralized content platforms? Options: A) Combination of proof-of-attention and proof-of-creation B) Pure governance model C) Pure utility model D) Speculative model,Combination of proof-of-attention and proof-of-creation,dmind_tokenomist,multiple_choice,rule_based
3091,Which of the following are the feature of SOL? Options: A) POW B) POS C) POH D) Fast,CD,dmind_tokenomist,multiple_choice,rule_based
3092,Which of the following are components of AMM? Options: A) Liquidity pools B) Tokenomics C) Airdrop D) Order book matching,AD,dmind_tokenomist,multiple_choice,rule_based
3093,Which of the following are economic principles relevant to token markets? Options: A) Arbitrage opportunities B) Supply and demand C) Inflation control D) Market sentiment,BD,dmind_tokenomist,multiple_choice,rule_based
3094,Which of the following are risk factors specific to DeFi protocols? Options: A) Low APY B) Impermanent loss C) Regulatory uncertainty D) Smart contract bugs,BCD,dmind_tokenomist,multiple_choice,rule_based
3095,Which of the following are key elements of decentralized exchanges? Options: A) Liquidity pools B) Automated market making C) APY D) Transaction speed,ABD,dmind_tokenomist,multiple_choice,rule_based
3096,Which of the following metrics are used to evaluate DeFi performance? Options: A) TVL B) APY C) Security D) POW,ABC,dmind_tokenomist,multiple_choice,rule_based
3097,Which of the following functions do governance tokens provide? Options: A) Centralized control B) Staking rewards C) Voting rights D) Guaranteed returns,BC,dmind_tokenomist,multiple_choice,rule_based
3098,Which of the following are types of token distribution models? Options: A) Pre-sale B) Airdrop C) Gift D) Vesting,ABD,dmind_tokenomist,multiple_choice,rule_based
3099,Which of the following are examples of stablecoin types? Options: A) Algorithmic B) Collateralized C) Defi D) Unstable,AB,dmind_tokenomist,multiple_choice,rule_based
3100,Which of the following are methods to mitigate smart contract risks? Options: A) Code audits B) Tokenize C) Bug bounty programs D) Create a new coin,AC,dmind_tokenomist,multiple_choice,rule_based
3101,Which of the following are economic risks in Defi? Options: A) Short term price change B) Liquidity shortage C) Unreasonable token economy D) Stablecoin peg failure,BCD,dmind_tokenomist,multiple_choice,rule_based
3102,Which of the following are used for decentralized governance? Options: A) DAO B) Token voting C) Centralized oversight D) Community proposals,ABD,dmind_tokenomist,multiple_choice,rule_based
3103,Which of the following are features of the token economy of ETH? Options: A) POS B) Limited supply C) Staking D) Use gas fee,ACD,dmind_tokenomist,multiple_choice,rule_based
3104,Which of the following are indicators of protocol performance? Options: A) TVL B) APY C) User engagement D) Mind share,ABCD,dmind_tokenomist,multiple_choice,rule_based
3105,Which of the following are features of the token economy of BTC? Options: A) POS B) Limited supply C) Staking D) Use gas fee,BD,dmind_tokenomist,multiple_choice,rule_based
3106,Which of the following are features of the token economy of SOL? Options: A) POS B) POH C) Staking D) Use gas fee,BCD,dmind_tokenomist,multiple_choice,rule_based
3107,Which of the following are usually included in token economy? Options: A) Allocation parts B) Allocation amount of each part C) Vesting D) Price in USD,ABC,dmind_tokenomist,multiple_choice,rule_based
3108,Which parts of the following are usually included in token economy? Options: A) Government of country B) VC that doen't invest C) Airdrop to community D) Group of the project,CD,dmind_tokenomist,multiple_choice,rule_based
3109,Which parts of the following are usually included in token economy? Options: A) VC of the project B) Community C) Group D) OKX,ABC,dmind_tokenomist,multiple_choice,rule_based
3110,Which of the following are considered when design token economy? Options: A) Fair distribution B) Long term development C) Profit D) VC's attitude,ABCD,dmind_tokenomist,multiple_choice,rule_based
3111,What exchanges can a project list their coins when TGE? Options: A) OKX B) Binance C) Hyperliquid D) FTX,ABC,dmind_tokenomist,multiple_choice,rule_based
3112,Which of the following could a project TGE in? Options: A) OKX Wallet B) Binance Wallet C) Virtuals D) Bitget Wallet,BC,dmind_tokenomist,multiple_choice,rule_based
3113,Which of the following factors are involved in decentralized governance? Options: A) Community voting B) Token distribution C) Centralized decision-making D) DAO,ABD,dmind_tokenomist,multiple_choice,rule_based
3114,Which of the following are features of permissioned blockchain networks? Options: A) Restricted access B) Enhanced privacy C) Selective transparency D) Open participation,ABC,dmind_tokenomist,multiple_choice,rule_based
3115,"In a fixed supply token model, which of the following is true? Options: A) The token requires ongoing minting for staking rewards. B) The token's inflation rate stays constant indefinitely. C) The token supply increases according to network transaction volume. D) The total token supply cannot exceed a capped limit.",The total token supply cannot exceed a capped limit.,dmind_tokenomist,multiple_choice,rule_based
3116,Which of the following describes an inflationary token supply? Options: A) New tokens are minted continuously over time. B) A set amount is minted in the genesis block only. C) Tokens are permanently burned to reduce supply. D) A smart contract destroys tokens after each transaction.,New tokens are minted continuously over time.,dmind_tokenomist,multiple_choice,rule_based
3117,What is the primary impact of implementing a halving event in a blockchain's monetary policy? Options: A) It increases the overall supply of tokens quickly. B) It doubles the transaction fees for security. C) It reduces the rate of new token issuance periodically. D) It guarantees deflation by burning tokens.,It reduces the rate of new token issuance periodically.,dmind_tokenomist,multiple_choice,rule_based
3118,"In the context of tokenomics, what effect does a deflationary mechanism like token burning have? Options: A) It decreases token supply, potentially increasing scarcity. B) It increases liquidity by adding tokens to the market. C) It causes the token supply to infinitely inflate. D) It ensures all tokens are locked forever.","It decreases token supply, potentially increasing scarcity.",dmind_tokenomist,multiple_choice,rule_based
3119,Which characteristic is typical of a token with a fixed maximum supply compared to an inflationary token? Options: A) Encourages early selling due to fear of dilution. B) Requires network participants to pay continuous minting fees. C) Aligns token price stabilization with constant issuance. D) Has predictable total supply growth over time.,Has predictable total supply growth over time.,dmind_tokenomist,multiple_choice,rule_based
3120,"According to the equation of exchange (MV=PT), if the token velocity (V) increases while money supply (M) and transaction volume (T) are constant, what happens to the price level (P)? Options: A) P increases. B) P decreases. C) P remains the same. D) P fluctuates unpredictably.",P increases.,dmind_tokenomist,multiple_choice,rule_based
3121,Which mechanism could be used to reduce token velocity in an economy? Options: A) Encouraging users to hold tokens in cold storage. B) Implementing low staking rewards. C) Reducing transaction fees to zero. D) Increasing the token's total supply.,Encouraging users to hold tokens in cold storage.,dmind_tokenomist,multiple_choice,rule_based
3122,Token velocity is best defined as which of the following? Options: A) The rate at which tokens change hands in the economy. B) The number of tokens a wallet receives per staking period. C) The total supply of tokens in circulation. D) The speed at which new tokens are minted by protocol.,The rate at which tokens change hands in the economy.,dmind_tokenomist,multiple_choice,rule_based
3123,Which of the following is an example of a liquidity mining incentive? Options: A) Reducing reward tokens for early adopters. B) Charging fees to LPs for liquidity provisioning. C) Rewarding liquidity providers with additional tokens. D) Exclusively locking tokens in governance contracts.,Rewarding liquidity providers with additional tokens.,dmind_tokenomist,multiple_choice,rule_based
3124,"In yield farming, what is impermanent loss"" best described as?"" Options: A) Temporary loss of token ownership rights during staking. B) A permanent reduction in supply due to token burns. C) The temporary loss of value when providing liquidity due to price divergence. D) Loss of private keys resulting in lost funds.",The temporary loss of value when providing liquidity due to price divergence.,dmind_tokenomist,multiple_choice,rule_based
3125,Which of the following could cause high impermanent loss for a liquidity provider? Options: A) Equal value of assets in the liquidity pool at all times. B) Stable token pair in AMM pool. C) Significant price divergence between paired assets. D) Earning only fees without any token rewards.,Significant price divergence between paired assets.,dmind_tokenomist,multiple_choice,rule_based
3126,What is a potential drawback of unlimited liquidity mining incentives? Options: A) It may cause rapid token inflation and unsustainable APYs. B) It can lead to continuously rising token value without risk. C) It guarantees long-term staking for all investors. D) It has no effect on network security.,It may cause rapid token inflation and unsustainable APYs.,dmind_tokenomist,multiple_choice,rule_based
3127,What is the primary purpose of staking tokens in a proof-of-stake network? Options: A) To secure the network and validate transactions. B) To provide immediate liquidity for traders. C) To permanently remove tokens from circulation. D) To guarantee fixed returns unrelated to network performance.,To secure the network and validate transactions.,dmind_tokenomist,multiple_choice,rule_based
